When,Date,Hour,Weekday,Campus,Category,Mode,Count,Recorded by,Source,Tap id
,2026-04-30,,Thursday,Smyrna,Library Search,In person,0,,LimeSurvey 156,
,2026-04-30,,Thursday,Smyrna,Library Search,Remote,0,,LimeSurvey 156,
,2026-04-30,,Thursday,Smyrna,Reference & Instruction,In person,0,,LimeSurvey 156,
,2026-04-30,,Thursday,Smyrna,Reference & Instruction,Remote,0,,LimeSurvey 156,
,2026-04-30,,Thursday,Smyrna,Tech Support,In person,6,,LimeSurvey 156,
,2026-04-30,,Thursday,Smyrna,Tech Support,Remote,0,,LimeSurvey 156,
,2026-05-01,,Friday,Smyrna,D2L,In person,0,,LimeSurvey 156,
,2026-05-01,,Friday,Smyrna,D2L,Remote,0,,LimeSurvey 156,
,2026-05-01,,Friday,Smyrna,Directional,In person,0,,LimeSurvey 156,
,2026-05-01,,Friday,Smyrna,Directional,Remote,0,,LimeSurvey 156,
,2026-05-01,,Friday,Smyrna,General Ref,In person,0,,LimeSurvey 156,
,2026-05-01,,Friday,Smyrna,General Ref,Remote,2,,LimeSurvey 156,
,2026-05-01,,Friday,Smyrna,Library Search,In person,0,,LimeSurvey 156,
,2026-05-01,,Friday,Smyrna,Library Search,Remote,0,,LimeSurvey 156,
,2026-05-01,,Friday,Smyrna,Reference & Instruction,In person,0,,LimeSurvey 156,
,2026-05-01,,Friday,Smyrna,Reference & Instruction,Remote,0,,LimeSurvey 156,
,2026-05-01,,Friday,Smyrna,Tech Support,In person,1,,LimeSurvey 156,
,2026-05-01,,Friday,Smyrna,Tech Support,Remote,0,,LimeSurvey 156,
,2026-05-02,,Saturday,Smyrna,D2L,In person,0,,LimeSurvey 156,
,2026-05-02,,Saturday,Smyrna,D2L,Remote,0,,LimeSurvey 156,
,2026-05-02,,Saturday,Smyrna,Directional,In person,0,,LimeSurvey 156,
,2026-05-02,,Saturday,Smyrna,Directional,Remote,0,,LimeSurvey 156,
,2026-05-02,,Saturday,Smyrna,General Ref,In person,2,,LimeSurvey 156,
,2026-05-02,,Saturday,Smyrna,General Ref,Remote,1,,LimeSurvey 156,
,2026-05-02,,Saturday,Smyrna,Library Search,In person,0,,LimeSurvey 156,
,2026-05-02,,Saturday,Smyrna,Library Search,Remote,0,,LimeSurvey 156,
,2026-05-02,,Saturday,Smyrna,Reference & Instruction,In person,0,,LimeSurvey 156,
,2026-05-02,,Saturday,Smyrna,Reference & Instruction,Remote,0,,LimeSurvey 156,
,2026-05-02,,Saturday,Smyrna,Tech Support,In person,0,,LimeSurvey 156,
,2026-05-02,,Saturday,Smyrna,Tech Support,Remote,0,,LimeSurvey 156,
,2026-05-04,,Monday,Smyrna,Directional,In person,5,,LimeSurvey 159,
,2026-05-04,,Monday,Smyrna,General Ref,In person,1,,LimeSurvey 159,
,2026-05-04,,Monday,Smyrna,Tech Support,In person,2,,LimeSurvey 159,
,2026-05-05,,Tuesday,Smyrna,Directional,In person,9,,LimeSurvey 159,
,2026-05-05,,Tuesday,Smyrna,General Ref,In person,3,,LimeSurvey 159,
,2026-05-05,,Tuesday,Smyrna,Tech Support,In person,1,,LimeSurvey 159,
,2026-05-06,,Wednesday,Smyrna,Directional,In person,4,,LimeSurvey 159,
,2026-05-06,,Wednesday,Smyrna,General Ref,In person,3,,LimeSurvey 159,
,2026-05-06,,Wednesday,Smyrna,General Ref,Remote,2,,LimeSurvey 159,
,2026-05-06,,Wednesday,Smyrna,Tech Support,In person,2,,LimeSurvey 159,
,2026-05-07,,Thursday,Smyrna,Directional,In person,1,,LimeSurvey 159,
,2026-05-07,,Thursday,Smyrna,General Ref,In person,1,,LimeSurvey 159,
,2026-05-07,,Thursday,Smyrna,General Ref,Remote,1,,LimeSurvey 159,
,2026-05-07,,Thursday,Smyrna,Tech Support,In person,4,,LimeSurvey 159,
,2026-05-08,,Friday,Smyrna,Directional,In person,1,,LimeSurvey 159,
,2026-05-08,,Friday,Smyrna,General Ref,Remote,1,,LimeSurvey 159,
,2026-05-11,,Monday,Smyrna,Directional,In person,2,,LimeSurvey 169,
,2026-05-11,,Monday,Smyrna,General Ref,In person,3,,LimeSurvey 169,
,2026-05-12,,Tuesday,Smyrna,Directional,In person,1,,LimeSurvey 169,
,2026-05-12,,Tuesday,Smyrna,Tech Support,In person,1,,LimeSurvey 169,
,2026-05-13,,Wednesday,Smyrna,General Ref,In person,1,,LimeSurvey 169,
,2026-05-13,,Wednesday,Smyrna,Tech Support,In person,2,,LimeSurvey 169,
,2026-05-17,,Sunday,Smyrna,D2L,In person,0,,LimeSurvey 171,
,2026-05-17,,Sunday,Smyrna,D2L,Remote,0,,LimeSurvey 171,
,2026-05-17,,Sunday,Smyrna,Directional,In person,0,,LimeSurvey 171,
,2026-05-17,,Sunday,Smyrna,Directional,Remote,0,,LimeSurvey 171,
,2026-05-17,,Sunday,Smyrna,General Ref,In person,0,,LimeSurvey 171,
,2026-05-17,,Sunday,Smyrna,General Ref,Remote,0,,LimeSurvey 171,
,2026-05-17,,Sunday,Smyrna,Library Search,In person,0,,LimeSurvey 171,
,2026-05-17,,Sunday,Smyrna,Library Search,Remote,0,,LimeSurvey 171,
,2026-05-17,,Sunday,Smyrna,Reference & Instruction,In person,0,,LimeSurvey 171,
,2026-05-17,,Sunday,Smyrna,Reference & Instruction,Remote,0,,LimeSurvey 171,
,2026-05-17,,Sunday,Smyrna,Tech Support,In person,0,,LimeSurvey 171,
,2026-05-17,,Sunday,Smyrna,Tech Support,Remote,0,,LimeSurvey 171,
,2026-05-18,,Monday,Smyrna,D2L,In person,0,,LimeSurvey 171,
,2026-05-18,,Monday,Smyrna,D2L,Remote,0,,LimeSurvey 171,
,2026-05-18,,Monday,Smyrna,Directional,In person,1,,LimeSurvey 171,
,2026-05-18,,Monday,Smyrna,Directional,Remote,0,,LimeSurvey 171,
,2026-05-18,,Monday,Smyrna,General Ref,In person,1,,LimeSurvey 171,
,2026-05-18,,Monday,Smyrna,General Ref,Remote,0,,LimeSurvey 171,
,2026-05-18,,Monday,Smyrna,Library Search,In person,0,,LimeSurvey 171,
,2026-05-18,,Monday,Smyrna,Library Search,Remote,0,,LimeSurvey 171,
,2026-05-18,,Monday,Smyrna,Reference & Instruction,In person,0,,LimeSurvey 171,
,2026-05-18,,Monday,Smyrna,Reference & Instruction,Remote,0,,LimeSurvey 171,
,2026-05-18,,Monday,Smyrna,Tech Support,In person,0,,LimeSurvey 171,
,2026-05-18,,Monday,Smyrna,Tech Support,Remote,0,,LimeSurvey 171,
,2026-05-19,,Tuesday,Smyrna,D2L,In person,0,,LimeSurvey 171,
,2026-05-19,,Tuesday,Smyrna,D2L,Remote,0,,LimeSurvey 171,
,2026-05-19,,Tuesday,Smyrna,Directional,In person,1,,LimeSurvey 171,
,2026-05-19,,Tuesday,Smyrna,Directional,Remote,0,,LimeSurvey 171,
,2026-05-19,,Tuesday,Smyrna,General Ref,In person,0,,LimeSurvey 171,
,2026-05-19,,Tuesday,Smyrna,General Ref,Remote,0,,LimeSurvey 171,
,2026-05-19,,Tuesday,Smyrna,Library Search,In person,0,,LimeSurvey 171,
,2026-05-19,,Tuesday,Smyrna,Library Search,Remote,0,,LimeSurvey 171,
,2026-05-19,,Tuesday,Smyrna,Reference & Instruction,In person,0,,LimeSurvey 171,
,2026-05-19,,Tuesday,Smyrna,Reference & Instruction,Remote,0,,LimeSurvey 171,
,2026-05-19,,Tuesday,Smyrna,Tech Support,In person,0,,LimeSurvey 171,
,2026-05-19,,Tuesday,Smyrna,Tech Support,Remote,0,,LimeSurvey 171,
,2026-05-20,,Wednesday,Smyrna,D2L,In person,0,,LimeSurvey 171,
,2026-05-20,,Wednesday,Smyrna,D2L,Remote,0,,LimeSurvey 171,
,2026-05-20,,Wednesday,Smyrna,Directional,In person,0,,LimeSurvey 171,
,2026-05-20,,Wednesday,Smyrna,Directional,Remote,1,,LimeSurvey 171,
,2026-05-20,,Wednesday,Smyrna,General Ref,In person,2,,LimeSurvey 171,
,2026-05-20,,Wednesday,Smyrna,General Ref,Remote,0,,LimeSurvey 171,
,2026-05-20,,Wednesday,Smyrna,Library Search,In person,0,,LimeSurvey 171,
,2026-05-20,,Wednesday,Smyrna,Library Search,Remote,0,,LimeSurvey 171,
,2026-05-20,,Wednesday,Smyrna,Reference & Instruction,In person,0,,LimeSurvey 171,
,2026-05-20,,Wednesday,Smyrna,Reference & Instruction,Remote,0,,LimeSurvey 171,
,2026-05-20,,Wednesday,Smyrna,Tech Support,In person,0,,LimeSurvey 171,
,2026-05-20,,Wednesday,Smyrna,Tech Support,Remote,0,,LimeSurvey 171,
,2026-05-21,,Thursday,Smyrna,D2L,In person,0,,LimeSurvey 171,
,2026-05-21,,Thursday,Smyrna,D2L,Remote,0,,LimeSurvey 171,
,2026-05-21,,Thursday,Smyrna,Directional,In person,0,,LimeSurvey 171,
,2026-05-21,,Thursday,Smyrna,Directional,Remote,0,,LimeSurvey 171,
,2026-05-21,,Thursday,Smyrna,General Ref,In person,0,,LimeSurvey 171,
,2026-05-21,,Thursday,Smyrna,General Ref,Remote,0,,LimeSurvey 171,
,2026-05-21,,Thursday,Smyrna,Library Search,In person,0,,LimeSurvey 171,
,2026-05-21,,Thursday,Smyrna,Library Search,Remote,0,,LimeSurvey 171,
,2026-05-21,,Thursday,Smyrna,Reference & Instruction,In person,0,,LimeSurvey 171,
,2026-05-21,,Thursday,Smyrna,Reference & Instruction,Remote,0,,LimeSurvey 171,
,2026-05-21,,Thursday,Smyrna,Tech Support,In person,0,,LimeSurvey 171,
,2026-05-21,,Thursday,Smyrna,Tech Support,Remote,0,,LimeSurvey 171,
,2026-05-22,,Friday,Smyrna,D2L,In person,0,,LimeSurvey 171,
,2026-05-22,,Friday,Smyrna,D2L,Remote,0,,LimeSurvey 171,
,2026-05-22,,Friday,Smyrna,Directional,In person,0,,LimeSurvey 171,
,2026-05-22,,Friday,Smyrna,Directional,Remote,0,,LimeSurvey 171,
,2026-05-22,,Friday,Smyrna,General Ref,In person,0,,LimeSurvey 171,
,2026-05-22,,Friday,Smyrna,General Ref,Remote,0,,LimeSurvey 171,
,2026-05-22,,Friday,Smyrna,Library Search,In person,0,,LimeSurvey 171,
,2026-05-22,,Friday,Smyrna,Library Search,Remote,0,,LimeSurvey 171,
,2026-05-22,,Friday,Smyrna,Reference & Instruction,In person,0,,LimeSurvey 171,
,2026-05-22,,Friday,Smyrna,Reference & Instruction,Remote,0,,LimeSurvey 171,
,2026-05-22,,Friday,Smyrna,Tech Support,In person,0,,LimeSurvey 171,
,2026-05-22,,Friday,Smyrna,Tech Support,Remote,0,,LimeSurvey 171,
,2026-05-23,,Saturday,Smyrna,D2L,In person,0,,LimeSurvey 171,
,2026-05-23,,Saturday,Smyrna,D2L,Remote,0,,LimeSurvey 171,
,2026-05-23,,Saturday,Smyrna,Directional,In person,0,,LimeSurvey 171,
,2026-05-23,,Saturday,Smyrna,Directional,Remote,0,,LimeSurvey 171,
,2026-05-23,,Saturday,Smyrna,General Ref,In person,0,,LimeSurvey 171,
,2026-05-23,,Saturday,Smyrna,General Ref,Remote,0,,LimeSurvey 171,
,2026-05-23,,Saturday,Smyrna,Library Search,In person,0,,LimeSurvey 171,
,2026-05-23,,Saturday,Smyrna,Library Search,Remote,0,,LimeSurvey 171,
,2026-05-23,,Saturday,Smyrna,Reference & Instruction,In person,0,,LimeSurvey 171,
,2026-05-23,,Saturday,Smyrna,Reference & Instruction,Remote,0,,LimeSurvey 171,
,2026-05-23,,Saturday,Smyrna,Tech Support,In person,0,,LimeSurvey 171,
,2026-05-23,,Saturday,Smyrna,Tech Support,Remote,0,,LimeSurvey 171,
,2026-05-24,,Sunday,Smyrna,D2L,In person,0,,LimeSurvey 176,
,2026-05-24,,Sunday,Smyrna,D2L,Remote,0,,LimeSurvey 176,
,2026-05-24,,Sunday,Smyrna,Directional,In person,0,,LimeSurvey 176,
,2026-05-24,,Sunday,Smyrna,Directional,Remote,0,,LimeSurvey 176,
,2026-05-24,,Sunday,Smyrna,General Ref,In person,0,,LimeSurvey 176,
,2026-05-24,,Sunday,Smyrna,General Ref,Remote,0,,LimeSurvey 176,
,2026-05-24,,Sunday,Smyrna,Library Search,In person,0,,LimeSurvey 176,
,2026-05-24,,Sunday,Smyrna,Library Search,Remote,0,,LimeSurvey 176,
,2026-05-24,,Sunday,Smyrna,Reference & Instruction,In person,0,,LimeSurvey 176,
,2026-05-24,,Sunday,Smyrna,Reference & Instruction,Remote,0,,LimeSurvey 176,
,2026-05-24,,Sunday,Smyrna,Tech Support,In person,0,,LimeSurvey 176,
,2026-05-24,,Sunday,Smyrna,Tech Support,Remote,0,,LimeSurvey 176,
,2026-05-25,,Monday,Smyrna,D2L,In person,0,,LimeSurvey 176,
,2026-05-25,,Monday,Smyrna,D2L,Remote,0,,LimeSurvey 176,
,2026-05-25,,Monday,Smyrna,Directional,In person,0,,LimeSurvey 176,
,2026-05-25,,Monday,Smyrna,Directional,Remote,0,,LimeSurvey 176,
,2026-05-25,,Monday,Smyrna,General Ref,In person,0,,LimeSurvey 176,
,2026-05-25,,Monday,Smyrna,General Ref,Remote,0,,LimeSurvey 176,
,2026-05-25,,Monday,Smyrna,Library Search,In person,0,,LimeSurvey 176,
,2026-05-25,,Monday,Smyrna,Library Search,Remote,0,,LimeSurvey 176,
,2026-05-25,,Monday,Smyrna,Reference & Instruction,In person,0,,LimeSurvey 176,
,2026-05-25,,Monday,Smyrna,Reference & Instruction,Remote,0,,LimeSurvey 176,
,2026-05-25,,Monday,Smyrna,Tech Support,In person,0,,LimeSurvey 176,
,2026-05-25,,Monday,Smyrna,Tech Support,Remote,0,,LimeSurvey 176,
,2026-05-26,,Tuesday,Smyrna,D2L,In person,0,,LimeSurvey 176,
,2026-05-26,,Tuesday,Smyrna,D2L,Remote,0,,LimeSurvey 176,
,2026-05-26,,Tuesday,Smyrna,Directional,In person,5,,LimeSurvey 176,
,2026-05-26,,Tuesday,Smyrna,Directional,Remote,0,,LimeSurvey 176,
,2026-05-26,,Tuesday,Smyrna,General Ref,In person,2,,LimeSurvey 176,
,2026-05-26,,Tuesday,Smyrna,General Ref,Remote,0,,LimeSurvey 176,
,2026-05-26,,Tuesday,Smyrna,Library Search,In person,0,,LimeSurvey 176,
,2026-05-26,,Tuesday,Smyrna,Library Search,Remote,0,,LimeSurvey 176,
,2026-05-26,,Tuesday,Smyrna,Reference & Instruction,In person,0,,LimeSurvey 176,
,2026-05-26,,Tuesday,Smyrna,Reference & Instruction,Remote,0,,LimeSurvey 176,
,2026-05-26,,Tuesday,Smyrna,Tech Support,In person,1,,LimeSurvey 176,
,2026-05-26,,Tuesday,Smyrna,Tech Support,Remote,0,,LimeSurvey 176,
,2026-05-27,,Wednesday,Smyrna,D2L,In person,0,,LimeSurvey 176,
,2026-05-27,,Wednesday,Smyrna,D2L,Remote,0,,LimeSurvey 176,
,2026-05-27,,Wednesday,Smyrna,Directional,In person,1,,LimeSurvey 176,
,2026-05-27,,Wednesday,Smyrna,Directional,Remote,0,,LimeSurvey 176,
,2026-05-27,,Wednesday,Smyrna,General Ref,In person,2,,LimeSurvey 176,
,2026-05-27,,Wednesday,Smyrna,General Ref,Remote,0,,LimeSurvey 176,
,2026-05-27,,Wednesday,Smyrna,Library Search,In person,0,,LimeSurvey 176,
,2026-05-27,,Wednesday,Smyrna,Library Search,Remote,0,,LimeSurvey 176,
,2026-05-27,,Wednesday,Smyrna,Reference & Instruction,In person,0,,LimeSurvey 176,
,2026-05-27,,Wednesday,Smyrna,Reference & Instruction,Remote,0,,LimeSurvey 176,
,2026-05-27,,Wednesday,Smyrna,Tech Support,In person,0,,LimeSurvey 176,
,2026-05-27,,Wednesday,Smyrna,Tech Support,Remote,0,,LimeSurvey 176,
,2026-05-28,,Thursday,Smyrna,D2L,In person,0,,LimeSurvey 176,
,2026-05-28,,Thursday,Smyrna,D2L,Remote,0,,LimeSurvey 176,
,2026-05-28,,Thursday,Smyrna,Directional,In person,1,,LimeSurvey 176,
,2026-05-28,,Thursday,Smyrna,Directional,Remote,0,,LimeSurvey 176,
,2026-05-28,,Thursday,Smyrna,General Ref,In person,2,,LimeSurvey 176,
,2026-05-28,,Thursday,Smyrna,General Ref,Remote,2,,LimeSurvey 176,
,2026-05-28,,Thursday,Smyrna,Library Search,In person,0,,LimeSurvey 176,
,2026-05-28,,Thursday,Smyrna,Library Search,Remote,0,,LimeSurvey 176,
,2026-05-28,,Thursday,Smyrna,Reference & Instruction,In person,0,,LimeSurvey 176,
,2026-05-28,,Thursday,Smyrna,Reference & Instruction,Remote,0,,LimeSurvey 176,
,2026-05-28,,Thursday,Smyrna,Tech Support,In person,0,,LimeSurvey 176,
,2026-05-28,,Thursday,Smyrna,Tech Support,Remote,0,,LimeSurvey 176,
,2026-05-29,,Friday,Smyrna,D2L,In person,0,,LimeSurvey 176,
,2026-05-29,,Friday,Smyrna,D2L,Remote,0,,LimeSurvey 176,
,2026-05-29,,Friday,Smyrna,Directional,In person,2,,LimeSurvey 176,
,2026-05-29,,Friday,Smyrna,Directional,Remote,0,,LimeSurvey 176,
,2026-05-29,,Friday,Smyrna,General Ref,In person,0,,LimeSurvey 176,
,2026-05-29,,Friday,Smyrna,General Ref,Remote,0,,LimeSurvey 176,
,2026-05-29,,Friday,Smyrna,Library Search,In person,0,,LimeSurvey 176,
,2026-05-29,,Friday,Smyrna,Library Search,Remote,0,,LimeSurvey 176,
,2026-05-29,,Friday,Smyrna,Reference & Instruction,In person,0,,LimeSurvey 176,
,2026-05-29,,Friday,Smyrna,Reference & Instruction,Remote,0,,LimeSurvey 176,
,2026-05-29,,Friday,Smyrna,Tech Support,In person,0,,LimeSurvey 176,
,2026-05-29,,Friday,Smyrna,Tech Support,Remote,0,,LimeSurvey 176,
,2026-05-30,,Saturday,Smyrna,D2L,In person,0,,LimeSurvey 176,
,2026-05-30,,Saturday,Smyrna,D2L,Remote,0,,LimeSurvey 176,
,2026-05-30,,Saturday,Smyrna,Directional,In person,0,,LimeSurvey 176,
,2026-05-30,,Saturday,Smyrna,Directional,Remote,0,,LimeSurvey 176,
,2026-05-30,,Saturday,Smyrna,General Ref,In person,0,,LimeSurvey 176,
,2026-05-30,,Saturday,Smyrna,General Ref,Remote,0,,LimeSurvey 176,
,2026-05-30,,Saturday,Smyrna,Library Search,In person,0,,LimeSurvey 176,
,2026-05-30,,Saturday,Smyrna,Library Search,Remote,0,,LimeSurvey 176,
,2026-05-30,,Saturday,Smyrna,Reference & Instruction,In person,0,,LimeSurvey 176,
,2026-05-30,,Saturday,Smyrna,Reference & Instruction,Remote,0,,LimeSurvey 176,
,2026-05-30,,Saturday,Smyrna,Tech Support,In person,0,,LimeSurvey 176,
,2026-05-30,,Saturday,Smyrna,Tech Support,Remote,0,,LimeSurvey 176,
,2026-06-01,,Monday,Smyrna,Directional,In person,1,,LimeSurvey 178,
,2026-06-01,,Monday,Smyrna,General Ref,In person,1,,LimeSurvey 178,
,2026-06-02,,Tuesday,Smyrna,Directional,In person,1,,LimeSurvey 178,
,2026-06-02,,Tuesday,Smyrna,General Ref,In person,1,,LimeSurvey 178,
,2026-06-02,,Tuesday,Smyrna,General Ref,Remote,2,,LimeSurvey 178,
,2026-06-02,,Tuesday,Smyrna,Tech Support,In person,2,,LimeSurvey 178,
,2026-06-03,,Wednesday,Smyrna,Directional,In person,1,,LimeSurvey 178,
,2026-06-03,,Wednesday,Smyrna,General Ref,Remote,1,,LimeSurvey 178,
,2026-06-03,,Wednesday,Smyrna,Library Search,In person,2,,LimeSurvey 178,
,2026-06-03,,Wednesday,Smyrna,Tech Support,In person,3,,LimeSurvey 178,
,2026-06-04,,Thursday,Smyrna,General Ref,Remote,2,,LimeSurvey 178,
,2026-06-04,,Thursday,Smyrna,Tech Support,In person,1,,LimeSurvey 178,
,2026-06-05,,Friday,Smyrna,Directional,Remote,1,,LimeSurvey 178,
,2026-06-08,,Monday,Smyrna,D2L,In person,0,,LimeSurvey 181,
,2026-06-08,,Monday,Smyrna,D2L,Remote,0,,LimeSurvey 181,
,2026-06-08,,Monday,Smyrna,Directional,In person,4,,LimeSurvey 181,
,2026-06-08,,Monday,Smyrna,General Ref,In person,4,,LimeSurvey 181,
,2026-06-08,,Monday,Smyrna,General Ref,Remote,3,,LimeSurvey 181,
,2026-06-08,,Monday,Smyrna,Library Search,In person,1,,LimeSurvey 181,
,2026-06-08,,Monday,Smyrna,Tech Support,In person,4,,LimeSurvey 181,
,2026-06-09,,Tuesday,Smyrna,D2L,In person,0,,LimeSurvey 181,
,2026-06-09,,Tuesday,Smyrna,D2L,Remote,0,,LimeSurvey 181,
,2026-06-09,,Tuesday,Smyrna,Directional,In person,2,,LimeSurvey 181,
,2026-06-09,,Tuesday,Smyrna,General Ref,In person,1,,LimeSurvey 181,
,2026-06-09,,Tuesday,Smyrna,General Ref,Remote,1,,LimeSurvey 181,
,2026-06-09,,Tuesday,Smyrna,Library Search,In person,1,,LimeSurvey 181,
,2026-06-09,,Tuesday,Smyrna,Library Search,Remote,1,,LimeSurvey 181,
,2026-06-09,,Tuesday,Smyrna,Tech Support,In person,3,,LimeSurvey 181,
,2026-06-09,,Tuesday,Smyrna,Tech Support,Remote,1,,LimeSurvey 181,
,2026-06-10,,Wednesday,Smyrna,D2L,In person,0,,LimeSurvey 181,
,2026-06-10,,Wednesday,Smyrna,D2L,Remote,0,,LimeSurvey 181,
,2026-06-10,,Wednesday,Smyrna,Directional,In person,1,,LimeSurvey 181,
,2026-06-10,,Wednesday,Smyrna,General Ref,In person,1,,LimeSurvey 181,
,2026-06-10,,Wednesday,Smyrna,General Ref,Remote,2,,LimeSurvey 181,
,2026-06-10,,Wednesday,Smyrna,Library Search,Remote,1,,LimeSurvey 181,
,2026-06-10,,Wednesday,Smyrna,Tech Support,Remote,1,,LimeSurvey 181,
,2026-06-11,,Thursday,Smyrna,D2L,In person,0,,LimeSurvey 181,
,2026-06-11,,Thursday,Smyrna,D2L,Remote,0,,LimeSurvey 181,
,2026-06-11,,Thursday,Smyrna,General Ref,In person,1,,LimeSurvey 181,
,2026-06-11,,Thursday,Smyrna,General Ref,Remote,1,,LimeSurvey 181,
,2026-06-11,,Thursday,Smyrna,Tech Support,In person,1,,LimeSurvey 181,
,2026-06-12,,Friday,Smyrna,D2L,In person,0,,LimeSurvey 181,
,2026-06-12,,Friday,Smyrna,D2L,Remote,0,,LimeSurvey 181,
,2026-06-12,,Friday,Smyrna,Directional,In person,5,,LimeSurvey 181,
,2026-06-12,,Friday,Smyrna,General Ref,In person,1,,LimeSurvey 181,
,2026-06-12,,Friday,Smyrna,Tech Support,In person,1,,LimeSurvey 181,
,2026-06-15,,Monday,Smyrna,Directional,In person,6,,LimeSurvey 183,
,2026-06-15,,Monday,Smyrna,General Ref,Remote,2,,LimeSurvey 183,
,2026-06-15,,Monday,Smyrna,Tech Support,In person,2,,LimeSurvey 183,
,2026-06-16,,Tuesday,Smyrna,Directional,In person,3,,LimeSurvey 183,
,2026-06-16,,Tuesday,Smyrna,General Ref,In person,3,,LimeSurvey 183,
,2026-06-16,,Tuesday,Smyrna,Tech Support,In person,1,,LimeSurvey 183,
,2026-06-17,,Wednesday,Smyrna,General Ref,In person,2,,LimeSurvey 183,
,2026-06-17,,Wednesday,Smyrna,Library Search,In person,1,,LimeSurvey 183,
,2026-06-17,,Wednesday,Smyrna,Tech Support,In person,2,,LimeSurvey 183,
,2026-06-18,,Thursday,Smyrna,General Ref,In person,1,,LimeSurvey 183,
,2026-06-22,,Monday,Smyrna,Directional,In person,2,,LimeSurvey 189,
,2026-06-22,,Monday,Smyrna,General Ref,In person,1,,LimeSurvey 189,
,2026-06-22,,Monday,Smyrna,General Ref,Remote,2,,LimeSurvey 189,
,2026-06-23,,Tuesday,Smyrna,Directional,In person,1,,LimeSurvey 189,
,2026-06-23,,Tuesday,Smyrna,General Ref,In person,1,,LimeSurvey 189,
,2026-06-24,,Wednesday,Smyrna,Directional,In person,2,,LimeSurvey 189,
,2026-06-24,,Wednesday,Smyrna,General Ref,In person,2,,LimeSurvey 189,
,2026-06-24,,Wednesday,Smyrna,Library Search,In person,1,,LimeSurvey 189,
,2026-06-25,,Thursday,Smyrna,Directional,In person,3,,LimeSurvey 189,
,2026-06-25,,Thursday,Smyrna,General Ref,In person,3,,LimeSurvey 189,
,2026-06-25,,Thursday,Smyrna,Library Search,In person,1,,LimeSurvey 189,
,2026-06-29,,Monday,Smyrna,Directional,In person,1,,LimeSurvey 188,
,2026-06-30,,Tuesday,Smyrna,Directional,In person,2,,LimeSurvey 188,
,2026-06-30,,Tuesday,Smyrna,General Ref,In person,1,,LimeSurvey 188,
,2026-06-30,,Tuesday,Smyrna,Tech Support,In person,1,,LimeSurvey 188,
,2026-07-01,,Wednesday,Smyrna,Directional,In person,1,,LimeSurvey 188,
,2026-07-01,,Wednesday,Smyrna,General Ref,In person,1,,LimeSurvey 188,
,2026-07-01,,Wednesday,Smyrna,Tech Support,In person,2,,LimeSurvey 188,
,2026-07-02,,Thursday,Smyrna,Directional,In person,3,,LimeSurvey 188,
,2026-07-02,,Thursday,Smyrna,General Ref,In person,1,,LimeSurvey 188,
,2026-07-02,,Thursday,Smyrna,Tech Support,In person,2,,LimeSurvey 188,
,2026-07-06,,Monday,Smyrna,Directional,In person,1,,LimeSurvey 192,
,2026-07-06,,Monday,Smyrna,General Ref,Remote,1,,LimeSurvey 192,
,2026-07-06,,Monday,Smyrna,Tech Support,In person,2,,LimeSurvey 192,
,2026-07-07,,Tuesday,Smyrna,Tech Support,In person,2,,LimeSurvey 192,
,2026-07-08,,Wednesday,Smyrna,Directional,In person,1,,LimeSurvey 192,
,2026-07-08,,Wednesday,Smyrna,General Ref,In person,1,,LimeSurvey 192,
,2026-07-08,,Wednesday,Smyrna,Tech Support,Remote,1,,LimeSurvey 192,
,2026-07-09,,Thursday,Smyrna,Directional,In person,2,,LimeSurvey 192,
,2026-07-09,,Thursday,Smyrna,General Ref,In person,3,,LimeSurvey 192,
,2026-07-09,,Thursday,Smyrna,General Ref,Remote,1,,LimeSurvey 192,
,2026-07-09,,Thursday,Smyrna,Tech Support,In person,1,,LimeSurvey 192,
,2026-07-09,,Thursday,Smyrna,Tech Support,Remote,1,,LimeSurvey 192,
,2026-07-10,,Friday,Smyrna,General Ref,Remote,1,,LimeSurvey 192,
,2026-07-13,,Monday,Smyrna,Directional,In person,2,,LimeSurvey 196,
,2026-07-13,,Monday,Smyrna,General Ref,In person,4,,LimeSurvey 196,
,2026-07-14,,Tuesday,Smyrna,Tech Support,In person,1,,LimeSurvey 196,
,2026-07-15,,Wednesday,Smyrna,Directional,In person,2,,LimeSurvey 196,
,2026-07-15,,Wednesday,Smyrna,General Ref,In person,1,,LimeSurvey 196,
,2026-07-15,,Wednesday,Smyrna,Library Search,In person,1,,LimeSurvey 196,
,2026-07-15,,Wednesday,Smyrna,Tech Support,In person,1,,LimeSurvey 196,
,2026-07-16,,Thursday,Smyrna,Directional,In person,4,,LimeSurvey 196,
,2026-07-16,,Thursday,Smyrna,General Ref,In person,1,,LimeSurvey 196,
,2026-07-16,,Thursday,Smyrna,General Ref,Remote,1,,LimeSurvey 196,
,2026-07-16,,Thursday,Smyrna,Tech Support,In person,3,,LimeSurvey 196,
,2026-07-17,,Friday,Smyrna,Directional,In person,4,,LimeSurvey 196,
,2026-07-17,,Friday,Smyrna,General Ref,In person,2,,LimeSurvey 196,
,2026-07-17,,Friday,Smyrna,Library Search,Remote,1,,LimeSurvey 196,
,2026-07-17,,Friday,Smyrna,Tech Support,In person,1,,LimeSurvey 196,
,2026-07-20,,Monday,Smyrna,Directional,In person,1,,LimeSurvey 198,
